index,case_id,contract_sha256,asset_price,reconstructed_market_residual,elapsed_seconds,stationary_solves,parameter.beta_annual,parameter.kappa_fert,parameter.kappa_fert_continuation,parameter.chi,parameter.H0,parameter.theta0,parameter.theta1,parameter.first_birth_fixed_cost,parameter.h_P,parameter.hbar_child_rooms,parameter.psi_child,parameter.payroll_tax,parameter.pension_period,parameter.housing_supply_elasticity,parameter.tenure_choice_kappa,parameter.alpha_cons,parameter.sigma,normalization.absolute_gap,normalization.completed_fertility,normalization.psi_child,normalization.stationary_solve_seconds,normalization.stationary_solves,normalization.status,normalization.target,fertility.constant_post_cell.childless_rate_40_44,fertility.constant_post_cell.exactly_one_among_mothers_40_44,fertility.constant_post_cell.period_mean_age_first_birth,fertility.constant_post_cell.period_share_first_births_age30plus,fertility.uniform_birth_time.childless_rate_40_44,fertility.uniform_birth_time.exactly_one_among_mothers_40_44,fertility.uniform_birth_time.period_mean_age_first_birth,fertility.uniform_birth_time.period_share_first_births_age30plus,housing_wealth.aggregate_mean_occupied_rooms_capped9_18_85,housing_wealth.aggregate_wealth_to_annual_gross_labor_earnings,housing_wealth.annual_bequest_flow_to_aggregate_wealth,housing_wealth.housing_increment_0to1,housing_wealth.old_total_wealth_to_annual_income_median_7684,housing_wealth.old_total_wealth_to_annual_income_p90_p50_7684,housing_wealth.own_rate_25_34,housing_wealth.own_rate_30_55,housing_wealth.prime30_55_model_dependent_3plus_minus_1to2_rooms_capped9,housing_wealth.recent_parent_minus_no_resident_child_ownership_30_55
0,baseline,5b9602d9d94ec71f0cba2b2dbc082750bc9dd9dfbb247371d43185849d054e14,0.6332572250742834,4.385007087631673e-06,76.88376968260854,1,0.9952765791045264,2.1681730392479377,1.7707705862013274,1.0537270178404272,8.43484407788035,0.570349890219075,0.10372395059042462,4.619731383944025,0.7168500088318734,0.0,0.2827035668649932,0.179,2.0463613896121218,0.63,0.005,0.733,2.0,3.286289097070849e-05,2.100032862890971,0.2827035668649932,63.22020819969475,1,normalized_at_initial_guess,2.1,0.16737272770332093,0.2098417015211266,26.585140795182383,0.26516756649743256,0.18058501851824132,0.23323606686283196,26.585140795182383,0.26516756649743256,6.246382336944046,6.096876962747856,0.012368034993361301,0.43884666342482603,6.402310252338159,3.7297557246748427,0.31360335034173914,0.5747683591158299,0.16621534127109694,
1,beta_annual_minus,4ba7a21655c2dd07e18d1d39afab7f253ebbe8b2c996beea9e69cb31e8023a7b,0.6332235457610783,4.35253066570064e-06,76.75221108272672,1,0.9951823386077664,2.1681730392479377,1.7707705862013274,1.0537270178404272,8.43484407788035,0.570349890219075,0.10372395059042462,4.619731383944025,0.7168500088318734,0.0,0.2827035668649932,0.179,2.0463613896121218,0.63,0.005,0.733,2.0,0.00039549372524083637,2.0996045062747593,0.2827035668649932,63.41406270861626,1,normalized_at_initial_guess,2.1,0.16752838026025169,0.20990234675167418,26.587284908815732,0.2653009309935261,0.18075120492570726,0.23328610803033403,26.587284908815732,0.2653009309935261,6.246346607857058,6.085567925220096,0.012372725291496469,0.43807422030617893,6.401783591686706,3.729959728722574,0.31342589614909894,0.5743379812412717,0.16591869656454694,
2,beta_annual_plus,80d582a3e9fc4966ab800c1cfc183f437dd05ff344840aedd8617274160e07ae,0.6332918307766084,4.0597213286182355e-06,82.15419105440378,1,0.9953708285255517,2.1681730392479377,1.7707705862013274,1.0537270178404272,8.43484407788035,0.570349890219075,0.10372395059042462,4.619731383944025,0.7168500088318734,0.0,0.2827035668649932,0.179,2.0463613896121218,0.63,0.005,0.733,2.0,0.0004616366197631727,2.1004616366197633,0.2827035668649932,67.4397176252678,1,normalized_at_initial_guess,2.1,0.16721696275241382,0.20978099953434667,26.58299610187021,0.26503412705070667,0.1804187097081555,0.23318597612415662,26.58299610187021,0.26503412705070667,6.246418520827649,6.108265119685916,0.012363265648109365,0.4396243713713641,6.402851399410237,3.7721439305135678,0.3138123485763169,0.5752085256151395,0.1664820320522722,
3,kappa_fert_minus,fcdbb054aa6993bde411313070456d26924c90f44ce107d41ae6a47750c377fe,0.6332437674022697,4.314109981960325e-06,275.25052583403885,4,0.9952765791045264,2.124809578462979,1.7707705862013274,1.0537270178404272,8.43484407788035,0.570349890219075,0.10372395059042462,4.619731383944025,0.7168500088318734,0.0,0.2793098670550113,0.179,2.0463613896121218,0.63,0.005,0.733,2.0,2.7945461634537594e-05,2.1000279454616346,0.2793098670550113,260.54237082228065,4,derived_intercept,2.1,0.16771491449967268,0.2090267175013718,26.533143069721696,0.26202252971335094,0.18069964352241719,0.2324667051124189,26.533143069721696,0.26202252971335094,6.24632852411444,6.095547224097197,0.012370253555109904,0.438600353997618,6.402099807835725,3.7298372371434545,0.3136268608694659,0.5747020108497197,0.16611162342455543,
4,kappa_fert_plus,aaa39b904d0502b05e721bbaa8845af3040f4ff607dbc40401ce55fc0844a05f,0.6332699823836131,4.370687420155937e-06,307.45122440252453,4,0.9952765791045264,2.2115365000328966,1.7707705862013274,1.0537270178404272,8.43484407788035,0.570349890219075,0.10372395059042462,4.619731383944025,0.7168500088318734,0.0,0.2860750278110019,0.179,2.0463613896121218,0.63,0.005,0.733,2.0,2.5750092611520614e-05,2.1000257500926116,0.2860750278110019,292.4868262009695,4,derived_intercept,2.1,0.16706128713188734,0.210619699635647,26.635531964584505,0.2682186122910368,0.1804955855595013,0.2339682848460671,26.635531964584505,0.2682186122910368,6.2464328912567675,6.098166780471873,0.012365884555374832,0.4390790937645477,6.402509744910987,3.7296784592165757,0.31357992614822144,0.5748327447762339,0.16627132949382872,
5,kappa_fert_continuation_minus,f83614e20589d11caab664e59223bf1c8e2695b6b6483efca98aeb88629d926a,0.6332490478944446,4.01828856973017e-06,266.31570796296,4,0.9952765791045264,2.1681730392479377,1.7353551744773008,1.0537270178404272,8.43484407788035,0.570349890219075,0.10372395059042462,4.619731383944025,0.7168500088318734,0.0,0.28930446958082384,0.179,2.0463613896121218,0.63,0.005,0.733,2.0,3.379701982453298e-05,2.1000337970198246,0.28930446958082384,252.91857888549566,4,derived_intercept,2.1,0.16900617259769482,0.20888817975167878,26.627726176641485,0.26765543295275546,0.18240334801307337,0.23206549125757064,26.627726176641485,0.26765543295275546,6.246280502781141,6.097852848012371,0.012366208891826398,0.4389736701856659,6.402182381593446,3.729805252818891,0.3136453642981035,0.5748769110013462,0.16720735410623355,
6,kappa_fert_continuation_plus,013e9069866ad25ef0b4df32a888ad550d0c203da9eeaf029c29472803a806fd,0.6332669218283055,4.395034520948414e-06,339.8524115458131,4,0.9952765791045264,2.1681730392479377,1.806185997925354,1.0537270178404272,8.43484407788035,0.570349890219075,0.10372395059042462,4.619731383944025,0.7168500088318734,0.0,0.2760197491928827,0.179,2.0463613896121218,0.63,0.005,0.733,2.0,3.360031762111859e-05,2.100033600317621,0.2760197491928827,322.5396546991542,4,derived_intercept,2.1,0.16577413346492167,0.21077697413458116,26.543131931672008,0.26271464035393455,0.17880462372952552,0.23438276831971486,26.543131931672008,0.26271464035393455,6.246490500370432,6.096014081680383,0.012369691941495675,0.4387232101612648,6.402461885441814,3.7296969952261456,0.31359551028156263,0.5746766320592162,0.16519215968396495,
7,chi_minus,97bb4a1d3c556178481c4fa1c5663ba088a95f92a7efd88bf088cd85760e80b9,0.6344584617918577,3.7151582811122643e-06,319.11723928991705,5,0.9952765791045264,2.1681730392479377,1.7707705862013274,1.0326524774836185,8.43484407788035,0.570349890219075,0.10372395059042462,4.619731383944025,0.7168500088318734,0.0,0.28298339775274217,0.179,2.0463613896121218,0.63,0.005,0.733,2.0,8.361405123835652e-08,2.1000000836140513,0.28298339775274217,304.2336433250457,5,derived_intercept,2.1,0.16739028339151524,0.20984043144656764,26.584864823055852,0.26515570580348896,0.18060310867093451,0.23323169363382845,26.584864823055852,0.26515570580348896,6.256231698251832,6.083697604467627,0.012352202459763128,0.4687265751772811,6.421094605462446,3.7225014152375326,0.24547059329316243,0.495754078435099,0.17393016567161457,
8,chi_plus,a355ba2330700708a268d492510b9b479101dd7c1c6deb5bd66fd31a813769c2,0.6320750754944368,4.9932153274184505e-06,432.40382251609117,5,0.9952765791045264,2.1681730392479377,1.7707705862013274,1.0748015581972359,8.43484407788035,0.570349890219075,0.10372395059042462,4.619731383944025,0.7168500088318734,0.0,0.2823942438362474,0.179,2.0463613896121218,0.63,0.005,0.733,2.0,8.689396890915191e-08,2.100000086893969,0.2823942438362474,414.41903798561543,5,derived_intercept,2.1,0.16737519678690854,0.20984984461122547,26.585613559383184,0.2651916889313113,0.18058766541890736,0.23324756421262308,26.585613559383184,0.2651916889313113,6.235893719584756,6.113388266902086,0.012381069991207772,0.4093190294883051,6.383824374551801,3.779661194843981,0.3664844832920588,0.6289178416252823,0.16406660589947375,
9,H0_minus,197e8a16345531fc506b4bc6232998aa5c4c164c4e62c061d7096ae079ce8878,0.6431820125929922,3.711255990288515e-09,306.7956505063921,4,0.9952765791045264,2.1681730392479377,1.7707705862013274,1.0537270178404272,8.266147196322741,0.570349890219075,0.10372395059042462,4.619731383944025,0.7168500088318734,0.0,0.283927072312628,0.179,2.0463613896121218,0.63,0.005,0.733,2.0,1.2044232808428035e-05,2.1000120442328085,0.283927072312628,293.65526724699885,4,derived_intercept,2.1,0.16750649551866065,0.20976600598269365,26.586473164295786,0.2652340300910625,0.18072204140396778,0.23314631616055806,26.586473164295786,0.2652340300910625,6.186312282111149,6.09669502745628,0.012350627093958306,0.4397440594627735,6.344477824451597,3.794331496779656,0.30816726700847974,0.5700663717652994,0.17074321595977082,
